N;Класс_id;Класс;Спек_id;Специализация;Роль;Ресурс;Ресурс2;HP_героя;ATK_героя;DEF_героя;Speed_героя;Слот;skill_id;Название_RU;Название_EN;Иконка;type;type_RU;power;cost;gen;cost_sec;gen_sec;руны;gen_runic;cd_ходы;spellId_WoW;Описание_сейчас;Что_даёт_сейчас;NEW_power;NEW_cost;NEW_gen;NEW_cost_sec;NEW_gen_sec;NEW_cd;NEW_type;NEW_описание;Флаг;Комментарий
145;deathknight;Рыцарь смерти;blood;Кровь;Танк;Руны;Сила рун;175;13;11;8;9;taunt;Тёмная власть;Dark Command;📢;taunt;Провокация;0;0;0;0;0;;0;2;56222;Провокация.;Тип: Провокация | Сила (power)=0 — интерпретация по type в движке боя | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
146;deathknight;Рыцарь смерти;blood;Кровь;Танк;Руны;Сила рун;175;13;11;8;10;icebound;Незыблемость льда;Icebound Fortitude;🧊;shield;Щит / поглощение;0.42;0;0;0;0;;0;5;48792;Щит (перезарядка).;Тип: Щит / поглощение | Щит: сила поглощения связана с power=0.42 и HP/ATK героя | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
147;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;1;obliterate;Уничтожение;Obliterate;❄️;damage;Урон (одна цель);52963;0;0;0;0;любые×2;20;0;49020;2 руны, +20 силы рун.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.45 (модификаторы крита/мастерства/vers/баффы) | Ресурс: руны: любые×2, +20 рун. сила | Перезарядка: нет (0);;;;;;;;;;Пока без изм
148;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;2;fs;Удар льда;Frost Strike;🧊;damage;Урон (одна цель);46143;0;0;35;0;;0;0;49143;Главный расход 35 силы рун.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.5 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −35 Сила рун | Перезарядка: нет (0);;;;;;;;;;Пока без изм
149;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;3;howling;Воющий ветер;Howling Blast;🌬️;aoe;Урон по области (все враги);0.9;0;0;0;0;лед×1;10;0;49184;Руна льда, +10 силы рун, AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.9 | Ресурс: руны: лед×1, +10 рун. сила | Перезарядка: нет (0);;;;;;;;;;Пока без изм
150;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;4;plague_strike;Удар чумы;Plague Strike;🦠;dot;Урон со временем (DoT);0.55;0;0;0;0;нечестивость×1;10;0;45462;Болезнь, +10 силы рун.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: нет (0);;;;;;;;;;Пока без изм
151;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;5;ity;Ледяной столп;Pillar of Frost;🗼;buff;Бафф (усиление);0.3;0;0;0;0;;0;4;51271;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Пока без изм
152;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;6;outbreak;Вспышка болезни;Outbreak;🤢;dot;Урон со временем (DoT);0.55;0;0;0;0;;0;3;77575;Болезни (без рун).;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
153;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;7;soul_reaper;Жнец душ;Soul Reaper;⚰️;damage;Урон (одна цель);46204;0;0;0;0;лед×1;10;2;130735;Руна льда. Добивание ≤35%.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.7 (модификаторы крита/мастерства/vers/баффы) | Ресурс: руны: лед×1, +10 рун. сила | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
154;deathknight;Рыцарь смерти;frost;Лёд;Боец (DPS);Руны;Сила рун;120;17;6;10;8;dnd;Смерть и разложение;Death and Decay;☠️;aoe;Урон по области (все враги);0.75;0;0;0;0;нечестивость×1;10;2;43265;По области +10 силы рун.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.75 | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
155;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;1;scourge;Удар Плети;Scourge Strike;☠️;damage;Урон (одна цель);46113;0;0;0;0;нечестивость×1;10;0;55090;Руна нечестивости, +10 силы рун.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.4 (модификаторы крита/мастерства/vers/баффы) | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: нет (0);;;;;;;;;;Пока без изм
156;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;2;festering;Удар разложения;Festering Strike;🦠;damage;Урон (одна цель);45658;0;0;0;0;кровь×1, лед×1;20;0;85948;Кровь+лёд, +20 силы рун.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: руны: кровь×1, лед×1, +20 рун. сила | Перезарядка: нет (0);;;;;;;;;;Пока без изм
157;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;3;death_coil;Лик смерти;Death Coil;🌀;damage;Урон (одна цель);52963;0;0;40;0;;0;0;47541;Расход 40 силы рун.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.45 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −40 Сила рун | Перезарядка: нет (0);;;;;;;;;;Пока без изм
158;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;4;outbreak;Вспышка болезни;Outbreak;🤢;dot;Урон со временем (DoT);0.6;0;0;0;0;;0;3;77575;Болезни.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
159;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;5;dark_trans;Тёмное превращение;Dark Transformation;👹;buff;Бафф (усиление);0.28;0;0;0;0;нечестивость×1;10;3;63560;Усиливает вурдалака, +10 силы рун.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.28) — см. описание; длительность в бою по правилам type=buff | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Пока без изм
160;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;6;summon_garg;Призыв горгульи;Summon Gargoyle;🦇;damage;Урон (одна цель);46082;0;0;0;0;;0;5;49206;Урон + горгулья.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.3 (модификаторы крита/мастерства/vers/баффы) | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
161;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;7;dnd;Смерть и разложение;Death and Decay;☠️;aoe;Урон по области (все враги);0.85;0;0;0;0;нечестивость×1;10;2;43265;По области +10 силы рун.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
162;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;8;soul_reaper;Жнец душ;Soul Reaper;⚰️;damage;Урон (одна цель);23743;0;0;0;0;нечестивость×1;10;2;130736;Руна нечестивости. Добивание ≤35%.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.65 (модификаторы крита/мастерства/vers/баффы) | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
163;deathknight;Рыцарь смерти;unholy;Нечестивость;Боец (DPS);Руны;Сила рун;115;17;5;10;9;plague_strike;Удар чумы;Plague Strike;🦠;dot;Урон со временем (DoT);0.55;0;0;0;0;нечестивость×1;10;0;45462;Болезнь +10 силы рун.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: руны: нечестивость×1, +10 рун. сила | Перезарядка: нет (0);;;;;;;;;;Пока без изм
164;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;1;lv;Выброс лавы;Lava Burst;🌋;damage;Урон (одна цель);46174;8;0;0;0;;0;1;51505;Главный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.6 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
